id,baslik,alt_baslik,oda_tipi,gecelik_fiyat_tl,fiyat_1_gun_tl,fiyat_1_hafta_tl,fiyat_1_ay_tl,fiyat_3_ay_tl,puan,yorum_sayisi,enlem,boylam,url,resim_url
791031839699463034,Daire - Çankaya,Mezonet Konsepti 1+1 Dubleks (13),Daire,4322,4322,,,,4.86,202,39.8982,32.8768,https://www.airbnb.com.tr/rooms/791031839699463034,https://a0.muscache.com/im/pictures/1553508526.jpg
1382413842420511600,Daire - Yüzüncüyıl,Sık seyahat edenler için süper ekonomik yer 4U,Daire,3275,3275,,,,4.69,103,39.89881242995501,32.869606061397036,https://www.airbnb.com.tr/rooms/1382413842420511600,https://a0.muscache.com/im/pictures/2477348855.jpg
1401328636102989054,Çankaya bölgesinde oda,Delüxe oda jakuzili -303,Özel Oda,6158,6158,,6750,5566,4.81,83,39.8911,32.8703,https://www.airbnb.com.tr/rooms/1401328636102989054,https://a0.muscache.com/im/pictures/2142105041.jpg
1441770814970703570,Yüzüncüyıl bölgesinde oda, Oda Merkezde standart,Özel Oda,2600,2600,,,,3.93,15,39.8993,32.8681,https://www.airbnb.com.tr/rooms/1441770814970703570,https://a0.muscache.com/im/pictures/2210269722.jpg
49582519,Daire - Çankaya,Çankaya’da Lüx Daire  (4),Daire,3848,3848,,,,4.85,136,39.8832,32.8833,https://www.airbnb.com.tr/rooms/49582519,https://a0.muscache.com/im/pictures/1173209748.jpg
1411319632311342291,Daire - Çankaya,"Delüxe Oda Whirlpool, Firepit - 102",Özel Oda,5626,5922,,,5329,4.67,102,39.891672330728014,32.8708178072763,https://www.airbnb.com.tr/rooms/1411319632311342291,https://a0.muscache.com/im/pictures/2157701756.jpg
1077500248705904073,Çadır - Çankaya,big terrace tunalıhilmi & Kızılay  Çankaya 3.kat,Daire / Ev,3868,3868,,,,4.8,154,39.91322,32.86704,https://www.airbnb.com.tr/rooms/1077500248705904073,https://a0.muscache.com/im/pictures/2262596342.jpg
1353670286886398690,Daire - Çankaya,Çift Kişilik 1+1 Daire,Daire,4520,4462,,4577,,4.57,168,39.8995,32.8778,https://www.airbnb.com.tr/rooms/1353670286886398690,https://a0.muscache.com/im/pictures/2133404817.jpg
1578343340578390667,Otel - Yüzüncüyıl,Çankaya'da 2+1 Aile Odası,Özel Oda,4125,4250,,,4000,4.33,15,39.898,32.8714,https://www.airbnb.com.tr/rooms/1578343340578390667,https://a0.muscache.com/im/pictures/2444715388.jpg
805063131914361596,Ev - Yüzüncüyıl,Ankara Çankaya merkezde standart oda -110,Özel Oda,3200,3200,,,,4.71,24,39.89834,32.86852,https://www.airbnb.com.tr/rooms/805063131914361596,https://a0.muscache.com/im/pictures/1566370998.jpg
1353737258424104015,Daire - Çankaya,Dubleks Dört Kişilik Daire,Daire,5670,5612,,5727,,4.35,133,39.8995,32.8778,https://www.airbnb.com.tr/rooms/1353737258424104015,https://a0.muscache.com/im/pictures/2133417323.jpg
49581878,Daire - Çankaya,Çankaya 'da Lüx Daire (10),Daire,3572,3572,,,,4.77,56,39.8832,32.8833,https://www.airbnb.com.tr/rooms/49581878,https://a0.muscache.com/im/pictures/2694838644.jpg
26022050,Daire - Çankaya,Rezidans 45• Lüks Modern Daire 2 • Büyükelçilik Bölgesi,Daire,5843,5843,,,,4.87,98,39.89377,32.86837,https://www.airbnb.com.tr/rooms/26022050,https://a0.muscache.com/im/pictures/2406195781.jpg
1587562364570115603,Daire - Çankaya,Köşe Stüdyo,Daire,3656,3656,,,,4.81,31,39.9067,32.8594,https://www.airbnb.com.tr/rooms/1587562364570115603,https://a0.muscache.com/im/pictures/2460391196.jpg
1397902374831348895,Daire - Yüzüncüyıl,"Geniş Balkonlu 3 kişilik Oda, Sana Özel Şanslıysan",Özel Oda,3450,3450,,,,4.56,27,39.89873657368284,32.86993623606262,https://www.airbnb.com.tr/rooms/1397902374831348895,https://a0.muscache.com/im/pictures/2320384519.jpg
1678444686547850304,Daire - Yüzüncüyıl,Güzel Bir Gün Geçirmek İçin Bekleme,Daire,2812,,,2825,2800,4.89,9,39.897408580522665,32.87082626939232,https://www.airbnb.com.tr/rooms/1678444686547850304,https://a0.muscache.com/im/pictures/2651362535.jpg
21669916,Daire - Çankaya,Rezidans 45• Lüks Modern Daire 9 • Büyükelçilik Bölgesi,Daire,5395,,,5395,5395,4.9,220,39.8939,32.868,https://www.airbnb.com.tr/rooms/21669916,https://a0.muscache.com/im/pictures/407005355.jpg
791056994107813979,Daire - Çankaya,Maisonette Konsepti 2+1 Ters dubleks (2),Daire,5625,,,5625,,4.81,185,39.8981,32.8768,https://www.airbnb.com.tr/rooms/791056994107813979,https://a0.muscache.com/im/pictures/1553515880.jpg
643527643369444334,Daire - Çankaya,1004. Merkezi huzurlu geniş konsolosluklara yakın,Daire,6087,,,6896,5278,4.86,124,39.89579,32.8673,https://www.airbnb.com.tr/rooms/643527643369444334,https://a0.muscache.com/im/pictures/1417133103.jpg
977634965244614196,Daire - Çankaya,106-Lüks Büyük Güvenlik,Daire,5984,,,6057,5911,4.78,79,39.8932,32.861,https://www.airbnb.com.tr/rooms/977634965244614196,https://a0.muscache.com/im/pictures/1776075900.jpg
791150399282240882,Daire - Çankaya,Maisonette Konsepti 1+1 Dubleks (11),Daire,4589,,,4589,,4.8,178,39.8981,32.8768,https://www.airbnb.com.tr/rooms/791150399282240882,https://a0.muscache.com/im/pictures/2116730092.jpg
1443600368681277364,Daire - Çankaya,B5 Lüx Ferah Güvenli Merkezi,Daire,5888,,,5888,,4.67,46,39.88528042691677,32.87347551127138,https://www.airbnb.com.tr/rooms/1443600368681277364,https://a0.muscache.com/im/pictures/2213675875.jpg
1443585223685373598,Daire - Çankaya,B3 Yeni Lüx Modern Şehir Merkezi Güvenli,Daire,5888,,,5888,,4.64,74,39.884870706822085,32.87232076308751,https://www.airbnb.com.tr/rooms/1443585223685373598,https://a0.muscache.com/im/pictures/2213662563.jpg
972975237344717292,Daire - Çankaya,109 - Lüks Ankara Şehir Merkezi Evi,Daire,7224,,,6614,7833,4.82,116,39.89389,32.86039,https://www.airbnb.com.tr/rooms/972975237344717292,https://a0.muscache.com/im/pictures/1734093656.jpg
17484619,Daire - Çankaya,Rezidans 45• Lüks Modern Daire 3 • Büyükelçilik Bölgesi,Daire,5395,,,5395,5395,4.87,182,39.8964,32.867,https://www.airbnb.com.tr/rooms/17484619,https://a0.muscache.com/im/pictures/324610168.jpg
22046079,Daire - Çankaya,Rezidans 45• Lüks Modern Daire 13 • Büyükelçilik Bölgesi,Daire,5843,,,5843,5843,4.83,75,39.89457,32.86723,https://www.airbnb.com.tr/rooms/22046079,https://a0.muscache.com/im/pictures/416775971.jpg
974659329352761578,Daire - Çankaya,108 - Ankara'nın En Lüks Evi,Daire,5629,,,5629,,4.65,51,39.8932,32.861,https://www.airbnb.com.tr/rooms/974659329352761578,https://a0.muscache.com/im/pictures/1734813239.jpg
18335730,Daire - Çankaya,Rezidans 45• Lüks Modern Daire 7 • Büyükelçilik Bölgesi,Daire,5395,,,5395,,4.87,172,39.8939,32.868,https://www.airbnb.com.tr/rooms/18335730,https://a0.muscache.com/im/pictures/324612238.jpg
643431315522609431,Daire - Çankaya,1006. Konsolosluklara yakın merkezi 135 metrekare,Daire,6205,,,6896,5514,4.79,184,39.89358,32.86767,https://www.airbnb.com.tr/rooms/643431315522609431,https://a0.muscache.com/im/pictures/1417000055.jpg
1443614329910734304,Daire - Çankaya,B9 Merkezi Lüx Ferah 2+1 2Banyo,Daire,5888,,,,5888,4.82,65,39.8829942790993,32.87364053668665,https://www.airbnb.com.tr/rooms/1443614329910734304,https://a0.muscache.com/im/pictures/2213700477.jpg
1443619469675899378,Daire - Çankaya,B11 Cam Teras 2 Yatak Odası Merkezi Güvenli Modern,Özel Oda,4441,,,,4441,4.71,55,39.88505349704912,32.873336665699284,https://www.airbnb.com.tr/rooms/1443619469675899378,https://a0.muscache.com/im/pictures/2333845882.jpg
643443907039343316,Daire - Çankaya,1003. Geniş merkezi konsolosluklara yakın.,Daire,5040,,,,5040,4.86,129,39.89411,32.86775,https://www.airbnb.com.tr/rooms/643443907039343316,https://a0.muscache.com/im/pictures/2064019114.jpg
1443606124950984662,Daire - Çankaya,B7 Lüx Ferah Merkezi Güvenli,Daire,4441,,,,4441,4.68,68,39.884733671181095,32.87220278967371,https://www.airbnb.com.tr/rooms/1443606124950984662,https://a0.muscache.com/im/pictures/2213686710.jpg
970853294877190282,Daire - Çankaya,"101 - Bahçe, Jakuzi, Ferah, Lüks Ev",Daire,5911,,,,5911,4.85,110,39.894,32.861,https://www.airbnb.com.tr/rooms/970853294877190282,https://a0.muscache.com/im/pictures/1731811481.jpg
1001372459756353425,Daire - Çankaya,104 - Büyük ve ferah,Daire,4817,,,,4817,4.49,71,39.8944,32.8613,https://www.airbnb.com.tr/rooms/1001372459756353425,https://a0.muscache.com/im/pictures/1776077888.jpg
1738350989669881734,"Ev - Marakeş, Fas",Villa Victoria Marakeş havuz,Müstakil Villa,11139,,,11139,,,0,31.6016,-7.9349,https://www.airbnb.com.tr/rooms/1738350989669881734,https://a0.muscache.com/im/pictures/2744078597.jpg
1424772060070487184,Daire - Juiz de Fora,Lüks Stüdyo | Merkez + Klima,Daire,1287,,1287,,,4.9,101,-21.76581112610332,-43.348557919722246,https://www.airbnb.com.tr/rooms/1424772060070487184,https://a0.muscache.com/im/pictures/2180230705.jpg
772289854169994490,Daire - Juiz de Fora,Juiz de Fora'nın merkezinde konfor ve sıcaklık,Daire,2131,,1833,2429,,4.96,348,-21.7659,-43.3478,https://www.airbnb.com.tr/rooms/772289854169994490,https://a0.muscache.com/im/pictures/1616979647.jpg
1238899873285412915,Daire - Juiz de Fora,"Klimalı, spor salonlu ve havuzlu Pembe Stüdyo 6x faiz",Daire,1569,,1399,1739,,4.82,50,-21.76524,-43.34778,https://www.airbnb.com.tr/rooms/1238899873285412915,https://a0.muscache.com/im/pictures/2163447711.jpg
1105645704578843568,Daire - Juiz de Fora,Havuzlu komple stüdyo,Daire,1810,,1810,,,5.0,15,-21.76466,-43.34857,https://www.airbnb.com.tr/rooms/1105645704578843568,https://a0.muscache.com/im/pictures/1854421116.jpg
1475311610212573930,Daire - Juiz de Fora,JF'nin merkezinde daire.,Daire,1880,,1814,1947,,4.94,51,-21.764700759847823,-43.348262753085756,https://www.airbnb.com.tr/rooms/1475311610212573930,https://a0.muscache.com/im/pictures/2272756723.jpg
1752239480180930453,Daire - Juiz de Fora,Rahat Stüdyo | Klima | Havuz | Park yeri.,Daire,1975,,1928,2022,,5.0,8,-21.7658,-43.3477,https://www.airbnb.com.tr/rooms/1752239480180930453,https://a0.muscache.com/im/pictures/2774128422.jpg
1242282318042183143,Daire - Juiz de Fora,Studio Maria Apê 06 915/Garaj/Merkez'de bir cazibe,Daire,2006,,1959,2053,,4.64,53,-21.76526,-43.34866,https://www.airbnb.com.tr/rooms/1242282318042183143,https://a0.muscache.com/im/pictures/2092067689.jpg
812555866796950437,Daire - Juiz de Fora,Şehir merkezinde sıcak bir stüdyo,Daire,1531,,1531,,,4.95,353,-21.7667,-43.3481,https://www.airbnb.com.tr/rooms/812555866796950437,https://a0.muscache.com/im/pictures/2543855912.jpg
1769582075863044500,Daire - Juiz de Fora,JF'de Merkezi stüdyo daire ,Daire,1756,,1696,1815,,,0,-21.7658,-43.3477,https://www.airbnb.com.tr/rooms/1769582075863044500,https://a0.muscache.com/im/pictures/2808084355.jpg
1289210864408544044,Otel odası - Juiz de Fora,Studio 1901 Independência 915 Pisc Acad 6x faiz,Özel Oda,1777,,1577,1977,,4.64,56,-21.76476875141029,-43.34852536517233,https://www.airbnb.com.tr/rooms/1289210864408544044,https://a0.muscache.com/im/pictures/2076753203.jpg
1070144681895929961,Daire - Juiz de Fora,Juiz de Fora'da daire,Daire,1300,,1134,1465,,4.91,182,-21.76571,-43.34927,https://www.airbnb.com.tr/rooms/1070144681895929961,https://a0.muscache.com/im/pictures/1829353397.jpg
923166724047971730,Daire - Juiz de Fora,Merkezde Garaj ve Eğlence ile muhteşem Stüdyo,Daire,2391,,2301,2481,,4.93,126,-21.7657,-43.3475,https://www.airbnb.com.tr/rooms/923166724047971730,https://a0.muscache.com/im/pictures/1684895122.jpg
693634900862422168,Daire - Juiz de Fora,Bağımsız Tam Lüks Stüdyo 915 - São Mateus,Daire,1711,,1711,,,4.84,87,-21.7657,-43.3475,https://www.airbnb.com.tr/rooms/693634900862422168,https://a0.muscache.com/im/pictures/2735333246.jpg
1127020255247444920,Daire - Juiz de Fora,Modern / tam donanımlı / garajlı / merkezi stüdyo ,Daire,2339,,2339,,,4.94,238,-21.76604,-43.34823,https://www.airbnb.com.tr/rooms/1127020255247444920,https://a0.muscache.com/im/pictures/1875671654.jpg
836371787276900352,Daire - Juiz de Fora,Şehir merkezinde eğlence olanaklarıyla güzel bir stüdyo!,Daire,2036,,2013,2060,,4.98,96,-21.7658,-43.3475,https://www.airbnb.com.tr/rooms/836371787276900352,https://a0.muscache.com/im/pictures/1596807441.jpg
1379705245005598174,Daire - Juiz de Fora,Merkezde konfor ve pratiklik,Daire,1980,,1980,,,4.92,26,-21.7651763908029,-43.34720396460739,https://www.airbnb.com.tr/rooms/1379705245005598174,https://a0.muscache.com/im/pictures/2134090890.jpg
1481263371775212523,Daire - Juiz de Fora,Stüdyo İç Mekan/Klima/Wi-Fi/Garaj/Güvenlik ve Eğlence,Daire,2084,,2084,,,4.86,44,-21.7657,-43.3475,https://www.airbnb.com.tr/rooms/1481263371775212523,https://a0.muscache.com/im/pictures/2284101079.jpg
1335413603426811900,Daire - Juiz de Fora,Havuzlu Apto Central,Daire,1602,,1602,1602,,4.81,62,-21.7657,-43.3476,https://www.airbnb.com.tr/rooms/1335413603426811900,https://a0.muscache.com/im/pictures/2069600268.jpg
1516691873396613200,Daire - Juiz de Fora,Merkezde konforlu ve garajlı stüdyo,Daire,2311,,,2311,,4.82,33,-21.7657,-43.3475,https://www.airbnb.com.tr/rooms/1516691873396613200,https://a0.muscache.com/im/pictures/2347364982.jpg
810227844291374711,Daire - Juiz de Fora,Mükemmel Stüdyo! Merkezde tamamen eğlence ile!,Daire,2084,,,2084,,4.94,98,-21.7657,-43.3475,https://www.airbnb.com.tr/rooms/810227844291374711,https://a0.muscache.com/im/pictures/1571450361.jpg
1439778457114700551,Daire - Juiz de Fora,Garajlı Merkezde Konfor,Daire,2339,,,2339,,4.89,35,-21.76672,-43.34836,https://www.airbnb.com.tr/rooms/1439778457114700551,https://a0.muscache.com/im/pictures/2686274208.jpg
1660546709791570581,Daire - Juiz de Fora,Şehir merkezinde eğlence ve garaj olan komple stüdyo daire!,Daire,2292,,,2292,,5.0,13,-21.7658,-43.3477,https://www.airbnb.com.tr/rooms/1660546709791570581,https://a0.muscache.com/im/pictures/2586331866.jpg
715069550894522858,Site içi konut - Juiz de Fora,Rahat ve merkezi bir daire,Daire / Ev,2386,,,2386,,4.92,265,-21.7655,-43.34877,https://www.airbnb.com.tr/rooms/715069550894522858,https://a0.muscache.com/im/pictures/1502209907.jpg
854377364370409852,Daire - Juiz de Fora,Eğlence ve klima ile güzel bir stüdyo.,Daire,2060,,,2060,,4.91,46,-21.7657,-43.3475,https://www.airbnb.com.tr/rooms/854377364370409852,https://a0.muscache.com/im/pictures/1638399152.jpg
957097030831161039,Çatı katı - Juiz de Fora,Studio 1602 - JF merkezinde stil ve konfor,Daire / Ev,2481,,,2481,,4.88,115,-21.7658,-43.3476,https://www.airbnb.com.tr/rooms/957097030831161039,https://a0.muscache.com/im/pictures/1721108540.jpg
1771974273309341627,Daire - İpekyolu,Van çarşı merkezde günlük haftalık temiz daireler ,Daire,2189,2313,2051,2113,2279,,0,38.4974,43.39009,https://www.airbnb.com.tr/rooms/1771974273309341627,https://a0.muscache.com/im/pictures/2812843561.jpg
1449367312804422398,Daire - Van,Omurga,Daire,2600,2600,,,,4.8,5,38.50281,43.38875,https://www.airbnb.com.tr/rooms/1449367312804422398,https://a0.muscache.com/im/pictures/2224124595.jpg
1607081060932540166,Otel - İpekyolu,"Evinizden Uzakta Eviniz
Merkezi • Temiz • Konforlu",Daire / Ev,2494,2494,,2507,2482,,0,38.4996,43.3913,https://www.airbnb.com.tr/rooms/1607081060932540166,https://a0.muscache.com/im/pictures/2493039749.jpg
1476820724298282132,Misafir evi - Van,Merkezi Konum Daire (Central Apt,Daire / Ev,1750,1750,1700,1800,,4.31,13,38.4981,43.3903,https://www.airbnb.com.tr/rooms/1476820724298282132,https://a0.muscache.com/im/pictures/2275724554.jpg
1391522242796228390,Ev - Van,van merkezde günlük haftalık 1+1 daire,Daire / Ev,2850,3000,2700,2700,3000,4.88,8,38.5023637985355,43.3733771683738,https://www.airbnb.com.tr/rooms/1391522242796228390,https://a0.muscache.com/im/pictures/2584188494.jpg
1727033957101383822,Daire - Van Merkez,Arden home ,Daire,5800,5613,,5894,5894,,0,38.4943,43.3934,https://www.airbnb.com.tr/rooms/1727033957101383822,https://a0.muscache.com/im/pictures/2720131630.jpg
1667414022958587816,Daire - Van Merkez,van çarşı merkezde günlük haftalık temiz daireler,Daire,3000,3000,3000,,,4.67,3,38.4937,43.392,https://www.airbnb.com.tr/rooms/1667414022958587816,https://a0.muscache.com/im/pictures/2599090767.jpg
935475816757563386,Daire - Van,1+1 konforlu lüks daire,Daire,2582,2582,2582,,,4.38,13,38.4923,43.3931,https://www.airbnb.com.tr/rooms/935475816757563386,https://a0.muscache.com/im/pictures/1941513974.jpg
1461474574606477447,Müşterek otel odası - Van,Van'ın Zirvesine Hoş geldiniz!,Özel Oda,4500,4500,,4500,4500,,0,38.5004,43.3899,https://www.airbnb.com.tr/rooms/1461474574606477447,https://a0.muscache.com/im/pictures/2246454916.jpg
1445525847831073174,Daire - Van,Asil ev 4,Daire,3368,3368,3368,,,4.71,14,38.500042689793524,43.389858469001204,https://www.airbnb.com.tr/rooms/1445525847831073174,https://a0.muscache.com/im/pictures/2216923380.jpg
1769770940797823428,Daire - İpekyolu,"Van Çarşı merkez’de Günlük ve haftalık daireler
",Daire,2700,2700,2700,,,,0,38.5031,43.3896,https://www.airbnb.com.tr/rooms/1769770940797823428,https://a0.muscache.com/im/pictures/2808559972.jpg
1719580170948471301,Daire - Van Merkez,Aile binasında temiz ve ferah daireler ,Daire,3000,3000,,,,,0,38.495,43.3884,https://www.airbnb.com.tr/rooms/1719580170948471301,https://a0.muscache.com/im/pictures/2704118216.jpg
1674421117958140803,Otel - İpekyolu,Deluxe Oda - Vantalya Otel,Özel Oda,3200,3200,,,,,0,38.5003,43.3918,https://www.airbnb.com.tr/rooms/1674421117958140803,https://a0.muscache.com/im/pictures/2611869275.jpg
1722370860604689222,Daire - İpekyolu,2+1 geniş ferah Van merkez ,Daire,5342,5356,5329,,,,0,38.4988,43.3932,https://www.airbnb.com.tr/rooms/1722370860604689222,https://a0.muscache.com/im/pictures/2710179495.jpg
1690030178329729930,Daire - İpekyolu,3+1 aile için suit,Daire,6800,6800,,6800,,,0,38.5015,43.3903,https://www.airbnb.com.tr/rooms/1690030178329729930,https://a0.muscache.com/im/pictures/2641947213.jpg
1316003749353068532,Daire - Van,van çarşı merkezde günlük haftalık 1+1 daire,Daire,3000,3000,,,,4.33,12,38.50094833179514,43.38240183779018,https://www.airbnb.com.tr/rooms/1316003749353068532,https://a0.muscache.com/im/pictures/2052771066.jpg
1459573352646175176,Daire - Van,van çarşı merkezde günlük haftalık 1+1 daire,Daire,2700,2700,2700,,,,0,38.49638,43.40303,https://www.airbnb.com.tr/rooms/1459573352646175176,https://a0.muscache.com/im/pictures/2242891518.jpg
1722675405168096570,Daire - İpekyolu,Central Location Cozy Flat- Merkezi konum daire,Daire,2178,2178,,,,,0,38.4978,43.3901,https://www.airbnb.com.tr/rooms/1722675405168096570,https://a0.muscache.com/im/pictures/2710870958.jpg
1463817605961896590,Daire - Van,"Modern, merkezi konumda, balkonlu.",Daire,3218,,3031,3312,3312,4.93,14,38.49766052558011,43.394007018076515,https://www.airbnb.com.tr/rooms/1463817605961896590,https://a0.muscache.com/im/pictures/2251127436.jpg
1753784193122960778,Daire - İpekyolu,Ana sayfa,Daire,3200,,3200,,,,0,38.4945,43.3969,https://www.airbnb.com.tr/rooms/1753784193122960778,https://a0.muscache.com/im/pictures/2777146330.jpg
1704966820353585690,Daire - Van Merkez,Van çarşı merkezde günlük haftalık temiz daireler,Daire,3000,,3000,,3000,4.76,17,38.50378142950784,43.389168742376626,https://www.airbnb.com.tr/rooms/1704966820353585690,https://a0.muscache.com/im/pictures/2673567148.jpg
1751450461829824578,Daire - Van Merkez,Van çarşı merkezde günlük haftalık temiz daireler ,Daire,3000,,3000,,,,0,38.5031,43.3892,https://www.airbnb.com.tr/rooms/1751450461829824578,https://a0.muscache.com/im/pictures/2772321900.jpg
1744222766420484708,Tekne - İpekyolu,"1+1 daire güzel konum her yere yakın 
",Daire / Ev,2400,,2400,,,,0,38.5,43.3972,https://www.airbnb.com.tr/rooms/1744222766420484708,https://a0.muscache.com/im/pictures/2756705765.jpg
1759324393237857608,Daire - Van Merkez,"1+1 daire güzel merkez 
her yere yakın",Daire,1800,,1800,1800,,,0,38.5001,43.3812,https://www.airbnb.com.tr/rooms/1759324393237857608,https://a0.muscache.com/im/pictures/2788088135.jpg
1709561606744512833,Daire - Van Merkez,Çarşı merkezinde 2+1 temiz ve geniş daire ,Daire,2300,,2300,2300,,3.83,6,38.5019,43.3973,https://www.airbnb.com.tr/rooms/1709561606744512833,https://a0.muscache.com/im/pictures/2683310572.jpg
1653704198204639101,Daire - İpekyolu,VAN Suit daireler,Daire,4974,,4974,,,,0,38.50202,43.38913,https://www.airbnb.com.tr/rooms/1653704198204639101,https://a0.muscache.com/im/pictures/2572584467.jpg
1692592708544006857,Daire - İpekyolu,Aileler için uygun büyük 2+1 Suit daire,Daire,5329,,5329,,,3.0,3,38.5011,43.3902,https://www.airbnb.com.tr/rooms/1692592708544006857,https://a0.muscache.com/im/pictures/2646952641.jpg
1738322660631521947,Site içi konut - İpekyolu,Van daire merkez 1+1 ,Daire / Ev,2250,,,2250,2250,5.0,10,38.5004,43.3841,https://www.airbnb.com.tr/rooms/1738322660631521947,https://a0.muscache.com/im/pictures/2745275653.jpg
920997405451208456,Daire - Van,2+1 Lüks Daire,Daire,4968,,,4968,4968,4.58,55,38.4921,43.3935,https://www.airbnb.com.tr/rooms/920997405451208456,https://a0.muscache.com/im/pictures/2166998715.jpg
1750035309891143365,Daire - İpekyolu,Van AVM Yanında Şık ve Konforlu Daire,Daire,2500,,,2500,2500,5.0,4,38.4922,43.3935,https://www.airbnb.com.tr/rooms/1750035309891143365,https://a0.muscache.com/im/pictures/2769375032.jpg
1728253084745462573,Daire - İpekyolu,Evden uzakta ev,Daire,3200,,,3200,3200,,0,38.4945,43.3969,https://www.airbnb.com.tr/rooms/1728253084745462573,https://a0.muscache.com/im/pictures/2722344182.jpg
884496807160775699,Daire - Van,Espinaz APART OTEL 3,Daire,1990,,,2500,1480,4.5,18,38.50267,43.39021,https://www.airbnb.com.tr/rooms/884496807160775699,https://a0.muscache.com/im/pictures/1648285495.jpg
1449372522109121607,Daire - Van,Espinaz Apart Otel 9,Daire,2250,,,2500,2000,,0,38.5022,43.3895,https://www.airbnb.com.tr/rooms/1449372522109121607,https://a0.muscache.com/im/pictures/2726819890.jpg
1264234048398669363,Daire - Van,Asil home,Daire,2818,,,2818,,4.95,21,38.5002,43.391,https://www.airbnb.com.tr/rooms/1264234048398669363,https://a0.muscache.com/im/pictures/2009286673.jpg
1710871221465746549,Daire - Van Merkez,Van çarşı merkezde temiz ve konforlu daireler ,Daire,3000,,,3000,,5.0,4,38.5032,43.3903,https://www.airbnb.com.tr/rooms/1710871221465746549,https://a0.muscache.com/im/pictures/2686180793.jpg
1167377898481069491,Daire - Van,"Merkezi, temiz, sakin ve turistik yerlere yakın",Daire,4092,,,,4092,4.8,70,38.4822,43.3574,https://www.airbnb.com.tr/rooms/1167377898481069491,https://a0.muscache.com/im/pictures/1931033071.jpg
1496621234878319150,Daire - İpekyolu,Huzurlu ve Geniş Aile Dairesi,Daire,5038,,,,5038,4.86,14,38.48778289692216,43.357614213449935,https://www.airbnb.com.tr/rooms/1496621234878319150,https://a0.muscache.com/im/pictures/2310857678.jpg
1264239630060933642,Daire - Van,Asil ev 3+1,Daire,5613,,,,5613,4.63,24,38.5002,43.391,https://www.airbnb.com.tr/rooms/1264239630060933642,https://a0.muscache.com/im/pictures/2009289770.jpg
1263717510922748935,Daire - Van,Asil evi,Daire,3564,,,,3564,4.76,46,38.4990198594033,43.390211740365075,https://www.airbnb.com.tr/rooms/1263717510922748935,https://a0.muscache.com/im/pictures/2008825540.jpg
1722364108880530103,Daire - Van Merkez,2+1 aile için Van şehir merkezi,Daire,5329,,,,5329,,0,38.4992,43.3906,https://www.airbnb.com.tr/rooms/1722364108880530103,https://a0.muscache.com/im/pictures/2710165283.jpg
1755602806169123184,"Ev - Güney Kuta, Endonezya",Avena Bingin | Bingin'de 2 yatak odalı modern tropikal villa,Müstakil Villa,8105,8105,,,,,0,-8.8169,115.1212,https://www.airbnb.com.tr/rooms/1755602806169123184,https://a0.muscache.com/im/pictures/2780874374.jpg
1736604576840651256,"Daire - La Boquilla, Kolombiya","Muhteşem manzaralar, plaja kısa bir yürüyüş mesafesinde!",Daire,5852,5852,,,,,0,10.4582,-75.5064,https://www.airbnb.com.tr/rooms/1736604576840651256,https://a0.muscache.com/im/pictures/2740609422.jpg
1759743869789048312,"Kulübe - Puerto Natales, Şili",Shepherds croft 5,Daire / Ev,2239,2239,,,,,0,-51.726,-72.4885,https://www.airbnb.com.tr/rooms/1759743869789048312,https://a0.muscache.com/im/pictures/2798380355.jpg
1755939556849432991,"Çiftlikte konaklama - Colorado Springs, Colorado, Amerika Birleşik Devletleri",Gizli Sığınak - Alpaka Çiftliğinde Konaklama Deneyimi,Daire / Ev,9852,,,9852,,,0,39.0437,-104.7077,https://www.airbnb.com.tr/rooms/1755939556849432991,https://a0.muscache.com/im/pictures/2781767829.jpg
4985230,Misafir evi - Olympia,Olympia NE Semt Kır Evi!,Daire / Ev,6300,,,,6300,4.96,247,47.06114,-122.89069,https://www.airbnb.com.tr/rooms/4985230,https://a0.muscache.com/im/pictures/160819342.jpg
1706409944683258780,Daire - Nilüfer,1+1 4 kişilik eşyalı daire,Daire,2640,,2550,3220,2150,5.0,21,40.23102,28.97753,https://www.airbnb.com.tr/rooms/1706409944683258780,https://a0.muscache.com/im/pictures/2676867891.jpg
29604902,Daire - Bursa,"BURSA ARAZ APART FAMİLY
(3 yatak odası, 1 oturma odası)",Özel Oda,3316,,2665,3730,3553,4.96,188,40.20062,29.01728,https://www.airbnb.com.tr/rooms/29604902,https://a0.muscache.com/im/pictures/1920358286.jpg
54069339,Otel odası - Osmangazi,BURSA ARAZ APART,Özel Oda,2132,,2132,2132,,4.93,99,40.20058,29.01855,https://www.airbnb.com.tr/rooms/54069339,https://a0.muscache.com/im/pictures/1312784921.jpg
50975150,Daire - Osmangazi,Bursa'da şehrin göbeğinde ev 1+1,Daire,3044,,2750,3125,3257,4.86,182,40.18186,29.06887,https://www.airbnb.com.tr/rooms/50975150,https://a0.muscache.com/im/pictures/2392855661.jpg
767852623856316399,Daire - Yıldırım,konforlu bir konaklama için tasarlanmış ! 2B/7,Daire,3892,,3892,,,4.96,79,40.17818,29.07211,https://www.airbnb.com.tr/rooms/767852623856316399,https://a0.muscache.com/im/pictures/1534032018.jpg
1319760133732623058,Otel - Bursa,Balkonlu Superior Oda,Özel Oda,4710,,4485,4934,,,0,40.20852964526543,28.988059393505356,https://www.airbnb.com.tr/rooms/1319760133732623058,https://a0.muscache.com/im/pictures/2055564855.jpg
